PLAYER,Pts,Reb,2M,2A,3M,3A,1M,1A,Ast,MIN,FG%,1%,Or,Dr,To,Stl,Blk,Fo,+/-,Eff,Team
De&#039;AaronFox,30,5,8,12,2,7,8,12,6,33,52.6,66.7,0,5,1,3,1,2,20,31,SacramentoKings
DomantasSabonis,28,13,10,15,1,1,5,6,12,32,68.8,83.3,3,10,2,0,1,1,25,46,SacramentoKings
KeeganMurray,25,5,5,10,4,7,3,3,4,32,52.9,100.0,1,4,0,1,0,4,20,27,SacramentoKings
HarrisonBarnes,19,0,6,7,2,4,1,1,0,34,72.7,100.0,0,0,1,1,0,1,22,16,SacramentoKings
KevinHuerter,11,4,3,4,1,4,2,2,2,23,50.0,100.0,0,4,0,0,1,4,14,14,SacramentoKings
MalikMonk,10,1,0,1,3,6,1,2,6,22,42.9,50.0,0,1,1,0,1,3,3,12,SacramentoKings
SashaVezenkov,8,7,1,2,2,3,0,0,1,12,60.0,0.0,4,3,1,2,0,1,-4,15,SacramentoKings
KeonEllis,3,1,0,0,1,5,0,0,2,15,20.0,0.0,0,1,0,1,1,4,1,4,SacramentoKings
KesslerEdwards,3,1,0,0,1,2,0,0,1,4,50.0,0.0,0,1,0,0,0,0,-7,4,SacramentoKings
DavionMitchell,2,1,1,2,0,0,0,0,1,4,50.0,0.0,0,1,0,0,0,0,-6,3,SacramentoKings
JuanToscano-Anderson,2,1,1,1,0,0,0,0,0,5,100.0,0.0,0,1,1,0,0,3,-11,2,SacramentoKings
ColbyJones,2,1,1,3,0,0,0,0,0,4,33.3,0.0,1,0,0,0,0,1,-6,1,SacramentoKings
TreyLyles,0,2,0,0,0,3,0,0,0,18,0.0,0.0,0,2,0,0,0,0,-4,-1,SacramentoKings
ChrisDuarte,0,0,0,0,0,1,0,0,0,4,0.0,0.0,0,0,0,0,0,0,-7,-1,SacramentoKings
SacramentoKings,143,43,36,57,17,43,20,26,35,240,53.0,0.0,9,34,8,8,5,24,60,173,SacramentoKings
JordanPoole,28,0,2,5,8,13,0,0,2,29,55.6,0.0,0,0,1,0,0,4,-8,21,WashingtonWizards
KyleKuzma,27,8,5,9,3,7,8,8,1,29,50.0,100.0,0,8,3,0,1,1,-23,26,WashingtonWizards
TyusJones,16,1,5,8,2,2,0,0,9,28,70.0,0.0,0,1,0,1,0,0,-20,24,WashingtonWizards
MikeMuscala,11,6,1,2,1,1,6,6,2,23,66.7,100.0,1,5,2,1,1,3,15,18,WashingtonWizards
BilalCoulibaly,11,4,3,5,0,2,5,7,2,33,42.9,71.4,1,3,0,0,1,1,1,12,WashingtonWizards
DeniAvdija,9,5,2,5,1,3,2,4,3,23,37.5,50.0,0,5,2,1,0,5,-23,9,WashingtonWizards
DanielGafford,8,5,3,5,0,0,2,2,1,25,60.0,100.0,2,3,0,0,3,4,-27,15,WashingtonWizards
JaredButler,8,1,2,2,1,2,1,1,0,5,75.0,100.0,0,1,0,0,0,0,6,8,WashingtonWizards
CoreyKispert,7,3,0,1,2,5,1,2,3,21,33.3,50.0,0,3,2,0,0,1,4,6,WashingtonWizards
AnthonyGill,4,4,2,3,0,2,0,0,3,20,40.0,0.0,1,3,1,0,0,1,9,7,WashingtonWizards
EugeneOmoruyi,2,2,1,2,0,1,0,0,0,5,33.3,0.0,0,2,0,0,0,1,6,2,WashingtonWizards
WashingtonWizards,131,41,26,47,18,38,25,30,26,240,51.8,0.0,6,35,11,3,6,21,-60,148,WashingtonWizards
