PLAYER,Pts,Reb,2M,2A,3M,3A,1M,1A,Ast,MIN,FG%,1%,Or,Dr,To,Stl,Blk,Fo,+/-,Eff,Team
FranzWagner,24,5,7,11,1,5,7,8,3,36,50.0,87.5,0,5,4,1,0,4,-22,20,OrlandoMagic
JalenSuggs,20,2,7,10,1,2,3,3,1,28,66.7,100.0,1,1,3,1,1,5,-17,18,OrlandoMagic
PaoloBanchero,19,9,5,13,1,8,6,7,4,38,28.6,85.7,0,9,1,1,1,0,-18,17,OrlandoMagic
CalebHoustan,7,6,0,0,2,4,1,1,2,26,50.0,100.0,2,4,2,0,0,2,-10,11,OrlandoMagic
ColeAnthony,5,6,1,3,1,4,0,1,1,23,28.6,0.0,2,4,4,0,0,1,-14,2,OrlandoMagic
WendellCarter,4,4,1,2,0,2,2,2,1,22,25.0,100.0,2,2,1,0,2,0,-8,7,OrlandoMagic
AnthonyBlack,3,4,0,3,1,3,0,0,4,23,16.7,0.0,1,3,0,1,1,2,-3,8,OrlandoMagic
ChumaOkeke,3,4,0,1,1,2,0,0,0,15,33.3,0.0,1,3,0,0,1,2,-2,6,OrlandoMagic
JettHoward,3,0,0,0,1,1,0,0,0,1,100.0,0.0,0,0,0,0,0,0,3,3,OrlandoMagic
GogaBitadze,2,1,1,1,0,0,0,0,0,9,100.0,0.0,0,1,0,0,4,0,-13,7,OrlandoMagic
MoritzWagner,2,2,0,2,0,1,2,2,1,16,0.0,100.0,0,2,1,0,0,2,-2,1,OrlandoMagic
AdmiralSchofield,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,0,3,0,OrlandoMagic
TrevelinQueen,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,1,0,0,3,0,OrlandoMagic
OrlandoMagic,92,43,22,46,9,33,21,24,17,240,39.2,0.0,9,34,16,5,10,18,-100,100,OrlandoMagic
TyreseMaxey,23,6,6,12,3,6,2,3,2,34,50.0,66.7,1,5,1,0,1,2,17,21,Philadelphia76ers
De&#039;AnthonyMelton,22,5,4,6,4,7,2,2,1,37,61.5,100.0,1,4,1,2,0,3,24,24,Philadelphia76ers
TobiasHarris,22,7,9,18,1,5,1,1,2,33,43.5,100.0,1,6,0,1,0,0,20,19,Philadelphia76ers
PaulReed,15,10,5,10,1,1,2,3,3,32,54.5,66.7,5,5,2,1,3,4,8,24,Philadelphia76ers
MarcusMorris,14,3,6,11,0,3,2,3,0,22,42.9,66.7,0,3,0,0,0,3,4,8,Philadelphia76ers
PatrickBeverley,10,4,4,6,0,1,2,2,2,17,57.1,100.0,0,4,1,1,1,2,3,14,Philadelphia76ers
KellyOubre,4,4,0,3,1,4,1,2,1,29,14.3,50.0,1,3,1,2,2,1,16,5,Philadelphia76ers
RobertCovington,2,1,1,1,0,1,0,1,2,11,50.0,0.0,0,1,1,2,0,2,0,4,Philadelphia76ers
MohamedBamba,0,7,0,1,0,0,0,0,1,16,0.0,0.0,2,5,1,1,1,2,13,8,Philadelphia76ers
DanuelHouse,0,1,0,0,0,0,0,0,0,7,0.0,0.0,1,0,1,0,0,0,1,0,Philadelphia76ers
KenyonMartin,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,0,-3,0,Philadelphia76ers
JadenSpringer,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,1,0,0,0,-3,-1,Philadelphia76ers
Philadelphia76ers,112,48,35,68,10,28,12,17,14,240,46.9,0.0,12,36,10,10,8,19,100,126,Philadelphia76ers
