PLAYER,Pts,Reb,2M,2A,3M,3A,1M,1A,Ast,MIN,FG%,1%,Or,Dr,To,Stl,Blk,Fo,+/-,Eff,Team
JaimeJaquez,31,10,10,12,1,3,8,8,1,39,73.3,100.0,5,5,0,2,0,3,-1,40,MiamiHeat
BamAdebayo,26,15,9,15,0,0,8,12,5,36,60.0,66.7,3,12,4,0,3,1,0,35,MiamiHeat
TylerHerro,22,6,4,14,4,11,2,3,5,38,32.0,66.7,2,4,4,1,1,1,-5,13,MiamiHeat
DuncanRobinson,16,4,0,3,5,10,1,1,2,34,38.5,100.0,0,4,0,1,0,3,26,15,MiamiHeat
KyleLowry,12,1,4,4,1,3,1,1,4,33,71.4,100.0,0,1,3,1,1,4,0,14,MiamiHeat
KevinLove,8,10,1,1,1,2,3,4,5,16,66.7,75.0,1,9,1,0,0,0,8,20,MiamiHeat
JamalCain,3,5,0,2,0,0,3,4,0,17,0.0,75.0,1,4,0,0,1,4,16,6,MiamiHeat
CalebMartin,1,5,0,0,0,0,1,2,1,9,0.0,50.0,1,4,2,0,0,1,-5,4,MiamiHeat
R.J.Hampton,0,0,0,1,0,3,0,0,4,17,0.0,0.0,0,0,0,0,0,0,-9,0,MiamiHeat
MiamiHeat,119,58,28,52,12,32,27,35,27,240,47.6,0.0,13,45,15,5,6,17,30,147,MiamiHeat
TobiasHarris,27,7,6,11,4,7,3,3,6,42,55.6,100.0,1,6,2,1,0,3,2,31,Philadelphia76ers
KellyOubre,25,7,3,7,6,9,1,3,3,40,56.3,33.3,1,6,1,1,1,3,10,27,Philadelphia76ers
MohamedBamba,18,6,4,5,3,3,1,2,2,26,87.5,50.0,1,5,1,2,0,2,-13,25,Philadelphia76ers
De&#039;AnthonyMelton,15,7,3,8,2,9,3,3,5,37,29.4,100.0,2,5,0,4,1,2,12,20,Philadelphia76ers
TyreseMaxey,12,3,3,12,1,8,3,6,5,44,20.0,50.0,0,3,0,1,1,4,3,3,Philadelphia76ers
PatrickBeverley,9,3,1,1,1,3,4,4,0,13,50.0,100.0,0,3,2,0,0,2,-18,8,Philadelphia76ers
PaulReed,4,2,2,2,0,1,0,2,1,17,66.7,0.0,0,2,0,0,1,5,12,5,Philadelphia76ers
KenyonMartin,2,0,1,1,0,0,0,0,1,6,100.0,0.0,0,0,0,1,0,0,-7,4,Philadelphia76ers
DanuelHouse,1,0,0,1,0,2,1,2,0,6,0.0,50.0,0,0,1,1,0,0,-12,-3,Philadelphia76ers
JadenSpringer,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,0,-2,0,Philadelphia76ers
MarcusMorris,0,1,0,1,0,3,0,0,0,11,0.0,0.0,0,1,0,0,0,1,-17,-3,Philadelphia76ers
Philadelphia76ers,113,38,23,49,17,45,16,25,23,240,42.6,0.0,7,31,7,11,4,22,-30,117,Philadelphia76ers
