PLAYER,Pts,Reb,2M,2A,3M,3A,1M,1A,Ast,MIN,FG%,1%,Or,Dr,To,Stl,Blk,Fo,+/-,Eff,Team
GiannisAntetokounmpo,35,18,15,23,1,1,2,3,10,35,66.7,66.7,2,16,2,0,2,3,11,54,MilwaukeeBucks
DamianLillard,28,1,6,12,2,9,10,11,4,35,38.1,90.9,0,1,2,2,0,1,8,19,MilwaukeeBucks
KhrisMiddleton,24,5,7,11,1,4,7,8,5,32,53.3,87.5,2,3,0,2,0,3,16,28,MilwaukeeBucks
MalikBeasley,9,1,0,0,3,5,0,0,1,28,60.0,0.0,0,1,1,1,0,3,10,9,MilwaukeeBucks
BrookLopez,8,9,3,6,0,1,2,2,3,35,42.9,100.0,5,4,1,1,1,1,13,17,MilwaukeeBucks
BobbyPortis,8,6,2,5,0,1,4,4,0,25,33.3,100.0,0,6,1,0,0,1,-4,9,MilwaukeeBucks
PatConnaughton,6,1,0,1,2,3,0,0,0,17,50.0,0.0,0,1,0,2,0,1,-4,7,MilwaukeeBucks
CameronPayne,5,2,1,3,1,3,0,0,0,13,33.3,0.0,0,2,1,1,0,1,2,3,MilwaukeeBucks
JaeCrowder,3,3,0,0,1,2,0,0,1,18,50.0,0.0,1,2,3,0,0,2,-2,3,MilwaukeeBucks
A.J.Green,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,0,0,0,MilwaukeeBucks
RobinLopez,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,0,0,0,MilwaukeeBucks
ThanasisAntetokounmpo,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,0,0,0,MilwaukeeBucks
AndreJacksonJr.,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,0,0,0,MilwaukeeBucks
MilwaukeeBucks,126,49,34,61,11,29,25,28,24,240,50.0,0.0,12,37,11,9,3,16,50,149,MilwaukeeBucks
DonovanMitchell,23,7,8,13,2,11,1,4,8,39,41.7,25.0,0,7,6,1,0,5,-11,16,ClevelandCavaliers
JarrettAllen,21,12,10,19,0,0,1,2,5,32,52.6,50.0,4,8,1,0,0,0,-17,27,ClevelandCavaliers
GeorgesNiang,14,4,3,4,2,3,2,2,2,21,71.4,100.0,1,3,0,0,0,2,6,18,ClevelandCavaliers
MaxStrus,14,4,4,5,2,6,0,0,2,34,54.5,0.0,0,4,1,2,0,5,-6,16,ClevelandCavaliers
SamMerrill,12,2,0,0,4,9,0,0,3,27,44.4,0.0,0,2,1,0,0,1,1,11,ClevelandCavaliers
IsaacOkoro,10,1,3,4,0,1,4,4,0,24,60.0,100.0,1,0,0,0,0,2,-16,9,ClevelandCavaliers
CarisLeVert,9,4,3,6,1,4,0,0,4,28,40.0,0.0,0,4,2,2,1,2,-10,12,ClevelandCavaliers
DeanWade,6,5,0,0,2,4,0,0,0,23,50.0,0.0,0,5,1,0,1,1,-10,9,ClevelandCavaliers
DamianJones,5,0,2,2,0,0,1,1,2,10,100.0,100.0,0,0,0,0,0,0,3,7,ClevelandCavaliers
CraigPorter,2,0,0,0,0,0,2,2,0,1,0.0,100.0,0,0,0,0,0,0,5,2,ClevelandCavaliers
PeteNance,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,0,5,0,ClevelandCavaliers
ClevelandCavaliers,116,42,33,53,13,38,11,15,26,240,50.5,0.0,8,34,14,5,2,18,-50,127,ClevelandCavaliers
